_id,OBJECTID,ID,ADDRESSNUMBERTEXT,ADDRESSSTREET,FRONTINGSTREET,SIDE,FROMSTREET,DIRECTION,SITEID,WARD,BIA,ASSETTYPE,STATUS,STYLE,BARCODE,POSTERBOARD,POSTERBOARDSTATUS,SDE_STATE_ID,geometry
4355,7544,TR-04386,None,None,Sewell's Rd,North,Neilson Rd,East,T10874,25,None,LCN,Existing,Provincial,S4210874,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2181815808504, 43.8068533853534]]}"
4356,7545,TR-04397,None,None,Sewell's Rd,North,Hupfield Trl,West,T11626,25,None,LKN,Existing,Provincial,S4211626,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2134971808453, 43.8144592188487]]}"
4357,7546,TR-04370,500,Alliance Ave,Alliance Ave,North,Rockcliffe Blvd,East,T3291,05,None,LKN,Existing,Provincial,S1103291,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4888358802275, 43.6770638014923]]}"
4358,7547,TR-04403,None,None,Morningside Ave,East,Morningview Trl,South,T2948,25,None,LKN,Existing,Provincial,S4202948,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2060559046047, 43.813338290999]]}"
4359,7548,TR-04411,6115,Kingston Rd,Highland Creek Overpass,East,Kingston Rd,South,T11560,25,None,LC,Existing,Provincial,0TS12806,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.1683969654953, 43.7844069008324]]}"
4360,7549,TR-04420,257,Morningside Ave,Morningside Ave,East,Lawrence Ave E,North,T6607,25,None,LKN,Existing,Provincial,S4406607,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.1862413203573, 43.7693384273177]]}"
4361,7550,TR-04612,698,Caledonia Rd,Caledonia Rd,West,Castlefield Ave,North,T711,08,None,Q,Existing,Provincial,TS12958P,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4636673945532, 43.6986706987046]]}"
4362,7551,TR-04619,1996,St Clair Ave W,St Clair Ave W,North,Gunns Rd,West,None,05,None,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4718250392008, 43.6719518404402]]}"
4363,7552,TR-04626,1970,St Clair Ave W,St Clair Ave W,Centre North,Weston Rd,West,None,05,None,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4681720183624, 43.6724670357713]]}"
4364,7553,TR-04633,630,St Clair Ave W,St Clair Ave W,Centre South,Keele St,West,None,05,None,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.467911556136, 43.6724475560941]]}"
4365,7554,TR-04640,1795,St Clair Ave W,St Clair Ave W,Centre South,Ford St,West,None,09,St. Clair Gardens,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4624739712746, 43.6736082775376]]}"
4366,7555,TR-04648,1709,St Clair Ave W,St Clair Ave W,Centre South,Hounslow Heath Rd,East,None,09,St. Clair Gardens,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4595418312126, 43.6742644100276]]}"
4367,7559,SH-01512,1787,Bayview Ave,Eglinton Ave E,South,Bayview Ave,East,T2240,15,None,A,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3764936678455, 43.7110807903445]]}"
4368,7563,TR-05386,1245,Martin Grove Rd,Martin Grove Rd,East,Rexdale Blvd,South,T5593,01,None,B,Existing,Enseicom,0TS13682,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.57960082911, 43.7109764977804]]}"
4369,7564,TR-05392,1607,Jane St,Jane St,East,Wright Ave,South,T15045,05,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5030296280644, 43.7006279829801]]}"
4370,7565,TR-05401,270,Wilson Ave,Wilson Ave,North,Bathurst St,East,T8840,06,None,KF2,Existing,Provincial,TS13441P,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4336951550001, 43.7375084910495]]}"
4371,7567,TR-05413,None,None,McNicoll Ave,North,Shady Hollow Dr,West,T12027,23,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2653586941323, 43.8194245685971]]}"
4372,7568,TR-05420,None,None,Queen St W,South,Shaw St,West,T6850,10,West Queen West,DIG-FE,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4166092441843, 43.6445347825801]]}"
4373,7569,TR-05428,None,None,Wilson Ave,North,Mathews Gt,East,T8885,07,None,LC,Existing,Provincial,TS13447,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5312402428071, 43.7160059518397]]}"
4374,7570,TR-01289,66,Rivalda Rd,Bradstock Rd,South,Rivalda Rd,West,T4806,07,Emery Village,T,Existing,Provincial,S0704806,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5358011382438, 43.7397779298475]]}"
4375,7571,TR-04425,1941,Gerrard St E,Gerrard St E,South,Woodbine Ave,West,T1127,19,None,KF2,Existing,Provincial,TS13088P,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3109588981215, 43.6806520670256]]}"
4376,7573,TR-04438,156,Cummer Ave,Cummer Ave,North,Willowdale Ave,East,T1827,18,None,RN2,Existing,Provincial,S2401827,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4096594245359, 43.7888019657799]]}"
4377,7574,TR-04449,40,Craiglee Dr,Kennedy Rd,West,Craiglee Dr,North,T2749,20,None,LCN,Existing,Provincial,S3602749,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2572068989923, 43.7058731264558]]}"
4378,7575,TR-04460,4100,Gordon Baker Rd,Pharmacy Ave,West,Gordon Baker Rd,North,T8034,22,None,T,Existing,Provincial,S3908034,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3344464427019, 43.8120433299234]]}"
4379,7576,TR-04657,1649,St Clair Ave W,St Clair Ave W,Centre South,Prescott Ave,West,None,09,St. Clair Gardens,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4572130434615, 43.6747753683054]]}"
4380,7577,TR-04664,1520,St Clair Ave W,St Clair Ave W,Centre North,Caledonia Rd,West,None,09,St. Clair Gardens,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4551889010002, 43.6753024032731]]}"
4381,7578,TR-04671,1388,St Clair Ave W,St Clair Ave W,Centre North,Ln W Lansdowne S St Clair,East,None,09,Corso Italia,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4510724291121, 43.6762120362021]]}"
4382,7579,TR-04679,1347,St Clair Ave W,St Clair Ave W,Centre South,Lansdowne Ave,East,None,09,Corso Italia,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4501026285665, 43.6763460157047]]}"
4383,7580,TR-04687,1271,St Clair Ave W,St Clair Ave W,Centre South,Earlscourt Ave,East,None,09,Corso Italia,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4470221926569, 43.6770270736142]]}"
4384,7581,TR-04695,1176,St Clair Ave W,St Clair Ave W,Centre North,Dufferin St,West,None,09,Corso Italia,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4434404456663, 43.6779141926988]]}"
4385,7583,SH-03508,40,Chichester Pl,Sheppard Ave E,North,Chichester Pl,East,T11026,22,None,D,Existing,Enseicom,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3200506013326, 43.7761018049565]]}"
4386,7584,SH-01669,2900,Kingston Rd,Kingston Rd,North,Neilson Ave,West,T1212,20,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2347569836094, 43.7233524971072]]}"
4387,7586,SH-01659,21,Silversted Dr,Mccowan Rd,West,Huntingwood Dr,North,T1299,23,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2628488263279, 43.7988872780648]]}"
4388,7589,TR-05434,1810,Albion Rd,Albion Rd,North,Carrier Dr,East,T10809,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.6117290752928, 43.7451382719989]]}"
4389,7592,TR-05461,5714,Yonge St,Yonge St,West,Hendon Ave,North,T9003,18,None,KR1,Existing,Provincial,TS13588P,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4162020486969, 43.7817470349059]]}"
4390,7594,TR-04456,2224,Kennedy Rd,Kennedy Rd,West,Jade St,North,T4092,22,None,LCN,Existing,Provincial,S4004092,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.287617812732, 43.7816909263814]]}"
4391,7595,TR-05970,3620,Kingston Rd,Kingston Rd,North,Brinloor Blvd,East,T2769,24,None,LCN,Existing,Provincial,S3802769,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2144996305924, 43.741372999316]]}"
4392,7596,TR-05942,547,Bellamy Rd N,Bellamy Rd N,East,Painted Post Dr,South,T369,24,None,LKN,Existing,Provincial,S3800369,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2362481634609, 43.7605945294381]]}"
4393,7597,TR-05965,23,Arnprior Rd,Brimley Rd,West,Arnprior Rd,South,T617,21,None,LCN,Existing,Provincial,S3700617,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2545146679215, 43.751187914092]]}"
4394,7598,TR-05975,None,None,Clonmore Dr,North,Warden Ave,West,T9692,20,None,RN1,Existing,Provincial,S3609692,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2736877741408, 43.6928850174538]]}"
4395,7599,TR-04464,3105,Kingston Rd,Kingston Rd,South,Fenwood Hts,West,T4223,20,None,RN2,Existing,Provincial,S3604223,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2297002028532, 43.7272843902881]]}"
4396,7600,TR-04701,1114,St Clair Ave W,St Clair Ave W,Centre North,Northcliffe Blvd,West,None,09,Regal Heights Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4413432889294, 43.678363777758]]}"
4397,7601,TR-04708,1095,St Clair Ave W,St Clair Ave W,Centre South,Northcliffe Blvd,East,None,09,Regal Heights Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4404218083927, 43.678477950972]]}"
4398,7602,TR-04716,1027,St Clair Ave W,St Clair Ave W,Centre South,Glenholme Ave,East,None,09,Regal Heights Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4382520530246, 43.6789660300524]]}"
4399,7603,TR-04725,944,St Clair Ave W,St Clair Ave W,Centre North,Oakwood Ave,East,None,09,Regal Heights Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4353260631915, 43.6797122233199]]}"
4400,7604,TR-04733,892,St Clair Ave W,St Clair Ave W,Centre North,Winona Dr,West,None,09,Regal Heights Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4329849381634, 43.6802139222449]]}"
4401,7606,SH-00635,1139-1141,Kennedy Rd,Kennedy Ave,East,Cornwallis Dr,North,T4075,21,Kennedy Road,B,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2756681178258, 43.7521050365914]]}"
4402,7607,SH-00108,32,Goodmark Pl,Steeles Ave W,South,Highway 27 S,West,T10862,01,None,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.6146632206349, 43.7551811945067]]}"
4403,7612,TR-05481,235,Queen St E,Sherbourne St,East,Queen St E,South,T7327,13,Historic Queen East,KF1,Existing,Provincial,TS13536P,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3692891588354, 43.654283681533]]}"
4404,7613,TR-05489,135,St George St,Bloor St W,North,St George St,East,T588,11,None,KR2,Existing,Provincial,TS13594P,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.399463614075, 43.6676760663707]]}"
4405,7616,TR-05939,797,Scarborough Golf Club Rd,Scarborough Golf Club Rd,East,Mossbank Dr,South,T11095,24,None,RN1,Existing,Provincial,S4311095,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2175492880702, 43.7673660631961]]}"
4406,7618,TR-04481,5697,Yonge St,Yonge St,East,Bishop Ave,North,T3212,18,None,LC,Existing,Provincial,0TS12874,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4159361877924, 43.7821421613058]]}"
4407,7619,TR-04500,415,Queens Quay W,Queens Quay W,Centre South,Lower Spadina Ave,East,T15125C,10,The Waterfront,Q10-SA,Existing,Provincial,TS12592L,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3913387298411, 43.6377516232786]]}"
4408,7620,TR-04485,208,Queens Quay W,Queens Quay W,Centre North,York St,West,T15138A,10,The Waterfront,Q10-SA,Existing,Provincial,TS12566R,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3814056605817, 43.6397671773762]]}"
4409,7621,TR-05340,1325,York Mills Rd,York Mills Rd,South,Rayoak Dr,West,T9081,16,None,LC,Existing,Provincial,TS13357,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3215735157592, 43.7620484488825]]}"
4410,7622,TR-04519,2610,Weston Rd,Weston Rd,West,Dee Ave,North,T7442,05,None,LC,Existing,Provincial,TS13449,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5353335994981, 43.7113282805704]]}"
4411,7623,TR-04747,765A,St Clair Ave W,St Clair Ave W,Centre South,Arlington Ave,East,None,12,Hillcrest Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.42850086683, 43.6810830186652]]}"
4412,7624,TR-04754,700,St Clair Ave W,St Clair Ave W,Centre North,Humewood Dr,South,None,12,Hillcrest Village,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4261943284168, 43.6816509126783]]}"
4413,7625,TR-04769,611,St Clair Ave W,St Clair Ave W,Centre South,Christie St,East,None,12,Wychwood Heights,Custom,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4229992075252, 43.6821842750482]]}"
4414,7631,SH-02065,4181,Sheppard Ave E,Midland Ave,West,Sheppard Ave E,South,T7217,22,None,C,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.278706423542, 43.7851453483674]]}"
4415,7633,SH-02381,2315X,Islington Ave,Islington Ave,East,Leduc Dr,North,T3813,01,None,B,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5566049915073, 43.7186869053954]]}"
4416,7635,TR-06345,None,None,Laird Dr,East,Wicksteed Ave,South,T5148,15,None,KR2,Existing,Provincial,TS13786P,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3632710575303, 43.7101289138981]]}"
4417,7636,TR-06336,None,None,St Clair Ave E,North,Danforth Rd,East,T1558,20,None,RN1,Existing,Provincial,S3501558,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2593317652113, 43.717111211788]]}"
4418,7637,TR-06338,None,None,Cosburn Ave,North,Pape Ave,East,T862,14,Pape Village,RN2,Existing,Provincial,S2900862,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3485973044576, 43.6895275308971]]}"
4419,7638,TR-06351,None,None,Harold Evans Cres,South,Gordon Baker Rd,East,T2691,17,None,LKN,Existing,Provincial,S2402691,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3442145510298, 43.8049781662961]]}"
4420,7639,TR-06494,110,Anaconda Ave,Birchmount Rd,West,Anaconda Ave,North,T15652,20,None,LC,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2732977718508, 43.7187022734818]]}"
4421,7640,TR-06504,None,None,Weston Rd,East,Lanyard Rd,South,T8741,07,Emery Village,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5413633351013, 43.7480376449663]]}"
4422,7641,TR-04527,751,Markham Rd,Markham Rd,East,Scranton Rd,South,T5582,24,None,LKN,Existing,Provincial,S3805582,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2271556749026, 43.7650818583326]]}"
4423,7642,TR-04535,1110,Bathurst St,Bathurst St,West,Dupont St,North,T129,11,Dupont by the Castle,RN2,Existing,Provincial,S1800129,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4145018166747, 43.6732696582211]]}"
4424,7643,TR-04542,44,Longbourne Dr,Longbourne Dr,North,Martin Grove Rd,West,T2835,01,None,LKN,Existing,Provincial,S0402835,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5666023426412, 43.6808240204427]]}"
4425,7644,TR-04550,1,King George's Dr,Trethewey Dr,East,King George's Dr,South,T3146,05,None,RN2,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4790253551141, 43.6936929202086]]}"
4426,7645,TR-04557,18,Goodless Crt,Washburn Way,East,Sheppard Ave E,North,T4703,23,None,LKN,Existing,Provincial,S4204703,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2275816125008, 43.7966104661992]]}"
4427,7646,TR-00449,2,Sheppard Ave E,Yonge St,East,Sheppard Ave E,North,T9048,18,Willowdale,BS,Temporarily Removed,Provincial,0TS11116,Yes,Missing,,"{'type': 'MultiPoint', 'coordinates': [[-79.410905656736, 43.7620661051527]]}"
4428,7648,SH-02947,32,Brigham Crt,Islington Ave,West,Chilcot Ave,West,T3838,01,None,C,Temporarily Removed,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5543261963179, 43.7126633702493]]}"
4429,7649,TR-05406,3450,McNicoll Ave,McNicoll Ave,North,Dynamic Dr,West,T10831,23,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2544972346292, 43.8227680698494]]}"
4430,7653,TR-06409,500,Pharmacy Ave,Pharmacy Ave,West,St Bedes Rd,North,T6706,20,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2888190027715, 43.7047223861775]]}"
4431,7654,TR-06397,1252,Gerrard St E,Greenwood Ave,West,Gerrard St E,North,T3678,14,None,RN2,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3281484901307, 43.6710440910611]]}"
4432,7656,TR-06403,535,The East Mall,The East Mall,East,Capri Rd,South,T2205,02,None,LKN,Existing,Provincial,S0302205,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5630826487643, 43.6526568696073]]}"
4433,7658,TR-06595,654,Petrolia Rd,Canarctic Dr,South,Petrolia Rd,West,T15622,06,DuKe Heights,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4891412656503, 43.7761597059042]]}"
4434,7661,TR-05768,592,Lawrence Ave W,Varna Dr,East,Lawrence Ave W,North,T7404,08,None,LKN,Existing,Provincial,S1507404,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.4377584532581, 43.7180370820207]]}"
4435,7662,SH-02969,2077,Lawrence Ave W,Lawrence Ave W,South,Weston Rd,West,T5414,05,Weston Village,A,Existing,Enseicom,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.516841406296, 43.6999092632386]]}"
4436,7663,TR-05878,72,Lombardy Cres,Brimley Rd,West,Lombardy Cres,North,T9642,20,None,LKN,Existing,Provincial,S3509642,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2461912019382, 43.7319656819809]]}"
4437,7664,TR-06114,3400,Sheppard Ave E,Sheppard Ave E,North,Warden Ave,East,T7255,22,None,LKN,Existing,Provincial,S4007255,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.307564603331, 43.7789698820953]]}"
4438,7665,TR-06083,47,Dixon Rd,Dixon Rd,South,Roxaline St,West,T4999,02,None,LKN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5308463358129, 43.7004496232881]]}"
4439,7666,TR-06676,123,Sloane Ave,Sloane Ave,East,Wigmore Dr,South,T8113,16,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3102034516492, 43.7322654765194]]}"
4440,7667,TR-06682,1413,Don Mills Rd,Don Mills Rd,East,York Mills Rd,South,T1979,16,None,DIG-FE,Existing,Provincial,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.346807973716, 43.7556554895218]]}"
4441,7668,TR-06690,400,Oakdale Rd,Oakdale Rd,West,Eddystone Ave,North,T5889,07,None,LKN,Temporarily Removed,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5270013847619, 43.7488579354101]]}"
4442,7669,TR-06697,None,Don Mills Rd,Don Mills Rd,East,Au Large Blvd,South,T1966,17,None,LK,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3550659705716, 43.796168173894]]}"
4443,7670,TR-06703,None,None,Ellesmere Rd,South,Military Trl,East,D7698,25,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.1871770797625, 43.7867847146923]]}"
4444,7672,TR-06731,23,Lesmill Rd,Lesmill Rd,East,York Mills Rd,North,T2826,16,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3527541000844, 43.7565962960264]]}"
4445,7673,TR-06739,123,The Queensway,The Queensway,South,High St,East,T6523A,03,None,Q10-SA,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.478725956598, 43.6310643964749]]}"
4446,7674,TR-07079,1190,Danforth Ave,Danforth Ave,North,Greenwood Ave,East,T893,14,Danforth Mosaic,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3321237249833, 43.6816015596611]]}"
4447,7677,TR-05473,2,Frankwood Rd,Royal York Rd,West,Frankwood Rd,North,T6995,03,None,LC,Existing,Provincial,TS13437,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5038433790064, 43.6290260735142]]}"
4448,7678,TR-07065,None,None,Claireville Dr,South,Humberline Dr,West,T14919,01,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.6217002708872, 43.737261467668]]}"
4449,7681,TR-07151,None,None,Belfield Rd,North,Shaft Rd,West,T3322,01,None,LK,Existing,Provincial,0TS14029,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5692785898288, 43.7035454427116]]}"
4450,7682,TR-07155,None,None,Queen's Plate Dr,South,Highway 27 S,West,T12040,01,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5986350431671, 43.7226353412531]]}"
4451,7686,TR-07194,None,None,Leslie St,East,Steeles Ave E,South,T5480,17,None,KR2,Existing,Provincial,TS14075P,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.3722622156635, 43.808170969362]]}"
4452,7689,TR-06917,None,None,Wilson Ave,North,Beverly Hills Dr,East,T15755,07,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5165454747709, 43.7192854802675]]}"
4453,7691,TR-06953,None,None,Huntingwood Dr,South,Ridgecrest Dr,West,T13916,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.315418061132, 43.7843543803519]]}"
4454,7692,TR-06988,None,None,Huntingwood Dr,South,Belgreen Ave,East,T6425,22,None,RN1,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2902801265311, 43.7955249061724]]}"
4455,7693,TR-06992,1189,Huntingwood Dr,Huntingwood Dr,South,Mollard Rd,West,T15816,23,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2781023500507, 43.7980621381522]]}"
4456,7696,TR-06962,None,None,Warden Ave,East,Bowater Dr,North,T8538,22,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3088430910117, 43.7810588640993]]}"
4457,7697,TR-06990,None,None,Huntingwood Dr,North,Midland Ave,West,T6457,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2839812240158, 43.7970401976807]]}"
4458,7698,TR-06976,None,None,King St W,South,Joe Shuster Way,West,T15353,10,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.4239227509429, 43.6395614036592]]}"
4459,7700,TR-07112,62,Fairmeadow Ave,Upper Canada Dr,South,Fairmeadow Ave,West,T8392,15,None,RN1,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.3994913780102, 43.7578049538655]]}"
4460,7701,TR-07216,None,None,The East Mall,East,Gibbs Rd,North,T2215,02,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5570107336317, 43.6385359394568]]}"
4461,7703,TR-07252,2783,Danforth Ave,Danforth Ave,South,Trent Ave,West,T15925,19,Danforth Village,LKN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.2964239660654, 43.6892951632953]]}"
4462,7704,TR-06886,None,McNicoll Ave,McNicoll Ave,North,Silver Star Blvd,East,T15007,22,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.2946888251057, 43.814051417205]]}"
4463,7705,TR-06910,None,None,Humber College Blvd,North,Westmore Dr,East,T7867,01,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5990688846084, 43.7311379511717]]}"
4464,7707,TR-06890,None,Middlefield Rd,Middlefield Rd,East,McNicoll Ave,South,T6587,23,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.261873548364, 43.8199210791804]]}"
4465,7708,TR-06874,403,The Westway,The Westway,South,Callowhill Dr,East,T15737,02,None,LKN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.5637452376708, 43.6840176310998]]}"
4466,7710,TR-06870,None,Arrow Rd,Arrow Rd,West,Deerhide Cres,North,T7496,07,Emery Village,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5310324654986, 43.7480130849654]]}"
4467,7714,TR-06902,None,Kipling Ave,Kipling Ave,West,Steeles Ave W,South,T15789,01,None,LCN,Existing,Provincial,None,Yes,Existing,,"{'type': 'MultiPoint', 'coordinates': [[-79.589820136017, 43.7591137419742]]}"
4468,7716,TR-06898,None,Islington Ave,Islington Ave,East,Aviemore Dr,North,T3847,07,None,LCN,Existing,Provincial,None,No,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5680139926526, 43.7488743012303]]}"
4469,7717,TR-06866,None,Signet Dr,Signet Dr,West,Fenmar Dr,South,T8097,07,Emery Village,C,Existing,Enseicom,None,None,None,,"{'type': 'MultiPoint', 'coordinates': [[-79.5388372753742, 43.7579895636766]]}"
